Sample_ID,Project_ID,Group,Country,environmental_material,Region,Continent,Instrument,Sequencing_Center
SRR5240425,PRJNA369713,Ambulance,USA,Computer,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240426,PRJNA369713,Ambulance,USA,FrontHandles,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240427,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240428,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240429,PRJNA369713,Ambulance,USA,Suction_O2,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240430,PRJNA369713,Ambulance,USA,RearCabinets_counters,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240431,PRJNA369713,Ambulance,USA,RearBench_seats,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240432,PRJNA369713,Ambulance,USA,RearHandles_rails,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240433,PRJNA369713,Ambulance,USA,Stretcher,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240434,PRJNA369713,Ambulance,USA,Computer,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240435,PRJNA369713,Ambulance,USA,FrontHandles,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240436,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240437,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240438,PRJNA369713,Ambulance,USA,Suction_O2,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240439,PRJNA369713,Ambulance,USA,RearHandles_rails,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240440,PRJNA369713,Ambulance,USA,Computer,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240441,PRJNA369713,Ambulance,USA,FrontHandles,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240442,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240443,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240444,PRJNA369713,Ambulance,USA,RearCabinets_counters,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240445,PRJNA369713,Ambulance,USA,RearBench_seats,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240446,PRJNA369713,Ambulance,USA,RearHandles_rails,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240447,PRJNA369713,Ambulance,USA,Stretcher,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240448,PRJNA369713,Ambulance,USA,Computer,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240449,PRJNA369713,Ambulance,USA,FrontHandles,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240450,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240451,PRJNA369713,Ambulance,USA,Suction_O2,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240452,PRJNA369713,Ambulance,USA,RearBench_seats,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240453,PRJNA369713,Ambulance,USA,RearHandles_rails,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240454,PRJNA369713,Ambulance,USA,Stretcher,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240455,PRJNA369713,Ambulance,USA,FrontHandles,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240456,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240457,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240458,PRJNA369713,Ambulance,USA,Suction_O2,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240459,PRJNA369713,Ambulance,USA,RearCabinets_counters,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240460,PRJNA369713,Ambulance,USA,RearBench_seats,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240461,PRJNA369713,Ambulance,USA,RearHandles_rails,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240462,PRJNA369713,Ambulance,USA,Stretcher,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240463,PRJNA369713,Ambulance,USA,Computer,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240464,PRJNA369713,Ambulance,USA,FrontHandles,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240465,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240466,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240467,PRJNA369713,Ambulance,USA,Suction_O2,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240468,PRJNA369713,Ambulance,USA,RearCabinets_counters,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240469,PRJNA369713,Ambulance,USA,RearBench_seats,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240470,PRJNA369713,Ambulance,USA,RearHandles_rails,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240471,PRJNA369713,Ambulance,USA,Stretcher,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240472,PRJNA369713,Ambulance,USA,Computer,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240473,PRJNA369713,Ambulance,USA,FrontHandles,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240474,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240475,PRJNA369713,Ambulance,USA,Suction_O2,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240476,PRJNA369713,Ambulance,USA,RearCabinets_counters,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240477,PRJNA369713,Ambulance,USA,RearBench_seats,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240478,PRJNA369713,Ambulance,USA,RearHandles_rails,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240479,PRJNA369713,Ambulance,USA,Stretcher,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240480,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240481,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240482,PRJNA369713,Ambulance,USA,Suction_O2,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240483,PRJNA369713,Ambulance,USA,RearHandles_rails,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240484,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240485,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240486,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240487,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240488,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240489,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240490,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240491,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240492,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240493,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240494,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240495,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240496,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240497,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240498,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240499,PRJNA369713,Ambulance,USA,Suction_O2,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240500,PRJNA369713,Ambulance,USA,RearCabinets_counters,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240504,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240505,PRJNA369713,Ambulance,USA,FrontHandles,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240506,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240507,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240508,PRJNA369713,Ambulance,USA,Suction_O2,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240509,PRJNA369713,Ambulance,USA,RearCabinets_counters,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240510,PRJNA369713,Ambulance,USA,RearBench_seats,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240511,PRJNA369713,Ambulance,USA,RearHandles_rails,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240512,PRJNA369713,Ambulance,USA,Stretcher,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240513,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240514,PRJNA369713,Ambulance,USA,FrontHandles,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240515,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240516,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240517,PRJNA369713,Ambulance,USA,Suction_O2,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240518,PRJNA369713,Ambulance,USA,RearBench_seats,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240519,PRJNA369713,Ambulance,USA,RearHandles_rails,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240520,PRJNA369713,Ambulance,USA,Stretcher,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240521,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240522,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240523,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240524,PRJNA369713,Ambulance,USA,Suction_O2,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240525,PRJNA369713,Ambulance,USA,RearCabinets_counters,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240526,PRJNA369713,Ambulance,USA,RearBench_seats,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240527,PRJNA369713,Ambulance,USA,RearHandles_rails,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240528,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240529,PRJNA369713,Ambulance,USA,FrontHandles,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240530,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240531,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240532,PRJNA369713,Ambulance,USA,Suction_O2,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240533,PRJNA369713,Ambulance,USA,RearCabinets_counters,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240534,PRJNA369713,Ambulance,USA,RearBench_seats,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240535,PRJNA369713,Ambulance,USA,RearHandles_rails,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240536,PRJNA369713,Ambulance,USA,Stretcher,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240537,PRJNA369713,Ambulance,USA,FrontHandles,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240538,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240539,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240540,PRJNA369713,Ambulance,USA,Suction_O2,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240541,PRJNA369713,Ambulance,USA,RearCabinets_counters,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240542,PRJNA369713,Ambulance,USA,RearBench_seats,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240543,PRJNA369713,Ambulance,USA,RearHandles_rails,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240544,PRJNA369713,Ambulance,USA,Stretcher,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240545,PRJNA369713,Ambulance,USA,FrontHandles,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240546,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240547,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240548,PRJNA369713,Ambulance,USA,Suction_O2,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240549,PRJNA369713,Ambulance,USA,RearCabinets_counters,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240550,PRJNA369713,Ambulance,USA,RearBench_seats,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240551,PRJNA369713,Ambulance,USA,RearHandles_rails,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240552,PRJNA369713,Ambulance,USA,Stretcher,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240553,PRJNA369713,Ambulance,USA,FrontHandles,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240554,PRJNA369713,Ambulance,USA,Suction_O2,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240555,PRJNA369713,Ambulance,USA,RearCabinets_counters,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240557,PRJNA369713,Ambulance,USA,RearBench_seats,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240558,PRJNA369713,Ambulance,USA,RearHandles_rails,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240559,PRJNA369713,Ambulance,USA,Stretcher,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240560,PRJNA369713,Ambulance,USA,FrontHandles,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240561,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240562,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240563,PRJNA369713,Ambulance,USA,RearCabinets_counters,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240564,PRJNA369713,Ambulance,USA,RearBench_seats,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240565,PRJNA369713,Ambulance,USA,RearHandles_rails,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240566,PRJNA369713,Ambulance,USA,Stretcher,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240567,PRJNA369713,Ambulance,USA,FrontHandles,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240568,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240569,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240570,PRJNA369713,Ambulance,USA,Suction_O2,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240571,PRJNA369713,Ambulance,USA,RearCabinets_counters,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240572,PRJNA369713,Ambulance,USA,RearBench_seats,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240573,PRJNA369713,Ambulance,USA,RearHandles_rails,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240574,PRJNA369713,Ambulance,USA,Stretcher,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240575,PRJNA369713,Ambulance,USA,FrontHandles,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240576,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240577,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240578,PRJNA369713,Ambulance,USA,Suction_O2,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240579,PRJNA369713,Ambulance,USA,RearCabinets_counters,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240580,PRJNA369713,Ambulance,USA,RearBench_seats,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240581,PRJNA369713,Ambulance,USA,RearHandles_rails,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240582,PRJNA369713,Ambulance,USA,Stretcher,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240583,PRJNA369713,Ambulance,USA,FrontHandles,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240584,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240585,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240586,PRJNA369713,Ambulance,USA,Suction_O2,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240587,PRJNA369713,Ambulance,USA,RearCabinets_counters,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240588,PRJNA369713,Ambulance,USA,RearBench_seats,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240589,PRJNA369713,Ambulance,USA,RearHandles_rails,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240590,PRJNA369713,Ambulance,USA,Stretcher,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240591,PRJNA369713,Ambulance,USA,FrontHandles,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240592,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240593,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240594,PRJNA369713,Ambulance,USA,Suction_O2,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240595,PRJNA369713,Ambulance,USA,RearCabinets_counters,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240596,PRJNA369713,Ambulance,USA,RearBench_seats,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240597,PRJNA369713,Ambulance,USA,RearHandles_rails,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240598,PRJNA369713,Ambulance,USA,Stretcher,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240599,PRJNA369713,Ambulance,USA,Computer,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240600,PRJNA369713,Ambulance,USA,FrontHandles,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240601,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240602,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240603,PRJNA369713,Ambulance,USA,Suction_O2,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240604,PRJNA369713,Ambulance,USA,RearCabinets_counters,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240605,PRJNA369713,Ambulance,USA,RearBench_seats,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240606,PRJNA369713,Ambulance,USA,RearHandles_rails,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240607,PRJNA369713,Ambulance,USA,Stretcher,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240608,PRJNA369713,Ambulance,USA,FrontHandles,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240609,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240610,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240611,PRJNA369713,Ambulance,USA,Suction_O2,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240612,PRJNA369713,Ambulance,USA,RearCabinets_counters,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240613,PRJNA369713,Ambulance,USA,RearHandles_rails,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240614,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240615,PRJNA369713,Ambulance,USA,FrontHandles,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240616,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240617,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240618,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240619,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240620,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240621,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240622,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240623,PRJNA369713,Ambulance,USA,Suction_O2,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240624,PRJNA369713,Ambulance,USA,RearCabinets_counters,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240625,PRJNA369713,Ambulance,USA,RearBench_seats,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240626,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240627,PRJNA369713,Ambulance,USA,FrontHandles,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240628,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240629,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240630,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240631,PRJNA369713,Ambulance,USA,RearCabinets_counters,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240632,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240633,PRJNA369713,Ambulance,USA,RearLights_controlPanel,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240634,PRJNA369713,Ambulance,USA,Suction_O2,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240635,PRJNA369713,Ambulance,USA,RearCabinets_counters,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240636,PRJNA369713,Ambulance,USA,RearHandles_rails,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240637,PRJNA369713,Ambulance,USA,Stretcher,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240638,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240639,PRJNA369713,Ambulance,USA,FrontHandles,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240640,PRJNA369713,Ambulance,USA,Suction_O2,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240641,PRJNA369713,Ambulance,USA,Stretcher,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240642,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240643,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240644,PRJNA369713,Ambulance,USA,Stethoscope,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240645,PRJNA369713,Ambulance,USA,Stethoscope,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240646,PRJNA369713,Ambulance,USA,Stethoscope,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240647,PRJNA369713,Ambulance,USA,Stethoscope,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240648,PRJNA369713,Ambulance,USA,Stethoscope,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240649,PRJNA369713,Ambulance,USA,Stethoscope,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240650,PRJNA369713,Ambulance,USA,Stethoscope,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240651,PRJNA369713,Ambulance,USA,Stethoscope,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240652,PRJNA369713,Ambulance,USA,Stethoscope,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240653,PRJNA369713,Ambulance,USA,Stethoscope,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240654,PRJNA369713,Ambulance,USA,RearLights_controlPanel,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240655,PRJNA369713,Ambulance,USA,Suction_O2,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240656,PRJNA369713,Ambulance,USA,RearCabinets_counters,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240657,PRJNA369713,Ambulance,USA,Computer,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240658,PRJNA369713,Ambulance,USA,Control,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240659,PRJNA369713,Ambulance,USA,RearLights_controlPanel,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240660,PRJNA369713,Ambulance,USA,Stretcher,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240661,PRJNA369713,Ambulance,USA,Computer,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240662,PRJNA369713,Ambulance,USA,FrontHandles,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240663,PRJNA369713,Ambulance,USA,RearBench_seats,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240664,PRJNA369713,Ambulance,USA,Computer,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240665,PRJNA369713,Ambulance,USA,FrontHandles,S_e,North America,Illumina_HiSeq_2500,WCMC
