Sample_ID,Project_ID,Group,Country,environmental_material,Region,Continent,Instrument,Sequencing_Center
SRR1748567,PRJNA271013,Public_transp,USA,Stairway_rail,New York City,North America,Illumina_MiSeq,WCMC
SRR1748568,PRJNA271013,Public_transp,USA,Stairway_rail,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748569,PRJNA271013,Public_transp,USA,Kiosk,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748570,PRJNA271013,Public_transp,USA,Kiosk,New York City,North America,Illumina_MiSeq,WCMC
SRR1748571,PRJNA271013,Public_transp,USA,Kiosk,New York City,North America,Illumina_MiSeq,WCMC
SRR1748572,PRJNA271013,Public_transp,USA,Turnstile,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748573,PRJNA271013,Public_transp,USA,Turnstile,New York City,North America,Illumina_MiSeq,WCMC
SRR1748574,PRJNA271013,Public_transp,USA,Garbage_can,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748575,PRJNA271013,Public_transp,USA,Garbage_can,New York City,North America,Illumina_MiSeq,WCMC
SRR1748576,PRJNA271013,Public_transp,USA,Garbage_can,New York City,North America,Illumina_MiSeq,WCMC
SRR1748577,PRJNA271013,Public_transp,USA,Turnstile,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748578,PRJNA271013,Public_transp,USA,Turnstile,New York City,North America,Illumina_MiSeq,WCMC
SRR1748579,PRJNA271013,Public_transp,USA,Turnstile,New York City,North America,Illumina_MiSeq,WCMC
SRR1748580,PRJNA271013,Public_transp,USA,Kiosk,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748581,PRJNA271013,Public_transp,USA,Kiosk,New York City,North America,Illumina_MiSeq,WCMC
SRR1748582,PRJNA271013,Public_transp,USA,Kiosk,New York City,North America,Illumina_MiSeq,WCMC
SRR1748583,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748584,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_MiSeq,WCMC
SRR1748585,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_MiSeq,WCMC
SRR1748586,PRJNA271013,Public_transp,USA,Escalator,New York City,North America,Illumina_MiSeq,WCMC
SRR1748587,PRJNA271013,Public_transp,USA,Escalator,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748588,PRJNA271013,Public_transp,USA,Kiosk,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748589,PRJNA271013,Public_transp,USA,Kiosk,New York City,North America,Illumina_MiSeq,WCMC
SRR1748590,PRJNA271013,Public_transp,USA,Kiosk,New York City,North America,Illumina_MiSeq,WCMC
SRR1748591,PRJNA271013,Public_transp,USA,Pole,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748592,PRJNA271013,Public_transp,USA,Pole,New York City,North America,Illumina_MiSeq,WCMC
SRR1748593,PRJNA271013,Public_transp,USA,Pole,New York City,North America,Illumina_MiSeq,WCMC
SRR1748594,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748595,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_MiSeq,WCMC
SRR1748596,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_MiSeq,WCMC
SRR1748597,PRJNA271013,Public_transp,USA,Stairway_rail,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748598,PRJNA271013,Public_transp,USA,Stairway_rail,New York City,North America,Illumina_MiSeq,WCMC
SRR1748599,PRJNA271013,Public_transp,USA,Stairway_rail,New York City,North America,Illumina_MiSeq,WCMC
SRR1748600,PRJNA271013,Public_transp,USA,Hand_rail,New York City,North America,Illumina_MiSeq,WCMC
SRR1748601,PRJNA271013,Public_transp,USA,Hand_rail,New York City,North America,Illumina_MiSeq,WCMC
SRR1748602,PRJNA271013,Public_transp,USA,Kiosk,New York City,North America,Illumina_MiSeq,WCMC
SRR1748603,PRJNA271013,Public_transp,USA,Kiosk,New York City,North America,Illumina_MiSeq,WCMC
SRR1748604,PRJNA271013,Public_transp,USA,Turnstile,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748605,PRJNA271013,Public_transp,USA,Turnstile,New York City,North America,Illumina_MiSeq,WCMC
SRR1748606,PRJNA271013,Public_transp,USA,Turnstile,New York City,North America,Illumina_MiSeq,WCMC
SRR1748607,PRJNA271013,Public_transp,USA,Rail_pole,New York City,North America,Illumina_MiSeq,WCMC
SRR1748608,PRJNA271013,Public_transp,USA,Rail_pole,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748609,PRJNA271013,Public_transp,USA,Stairway_rail,New York City,North America,Illumina_MiSeq,WCMC
SRR1748610,PRJNA271013,Public_transp,USA,Stairway_rail,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748611,PRJNA271013,Public_transp,USA,Stairway_rail,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748612,PRJNA271013,Public_transp,USA,Stairway_rail,New York City,North America,Illumina_MiSeq,WCMC
SRR1748613,PRJNA271013,Public_transp,USA,Garbage_can,New York City,North America,Illumina_MiSeq,WCMC
SRR1748614,PRJNA271013,Public_transp,USA,Rail_pole,New York City,North America,Illumina_MiSeq,WCMC
SRR1748615,PRJNA271013,Public_transp,USA,Rail_pole,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748616,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_MiSeq,WCMC
SRR1748617,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_MiSeq,WCMC
SRR1748618,PRJNA271013,Public_transp,USA,Stairway_rail,New York City,North America,Illumina_MiSeq,WCMC
SRR1748619,PRJNA271013,Public_transp,USA,Stairway_rail,New York City,North America,Illumina_MiSeq,WCMC
SRR1748620,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_MiSeq,WCMC
SRR1748621,PRJNA271013,Public_transp,USA,Rail_pole,New York City,North America,Illumina_MiSeq,WCMC
SRR1748622,PRJNA271013,Public_transp,USA,Rail_pole,New York City,North America,Illumina_MiSeq,WCMC
SRR1748623,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_MiSeq,WCMC
SRR1748624,PRJNA271013,Public_transp,USA,Rail_pole,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748625,PRJNA271013,Public_transp,USA,Rail_pole,New York City,North America,Illumina_MiSeq,WCMC
SRR1748626,PRJNA271013,Public_transp,USA,Rail_pole,New York City,North America,Illumina_MiSeq,WCMC
SRR1748627,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748628,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_MiSeq,WCMC
SRR1748629,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_MiSeq,WCMC
SRR1748630,PRJNA271013,Public_transp,USA,Rail_pole,New York City,North America,Illumina_MiSeq,WCMC
SRR1748631,PRJNA271013,Public_transp,USA,Rail_pole,New York City,North America,Illumina_MiSeq,WCMC
SRR1748632,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748633,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_MiSeq,WCMC
SRR1748634,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_MiSeq,WCMC
SRR1748635,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_MiSeq,WCMC
SRR1748636,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_MiSeq,WCMC
SRR1748637,PRJNA271013,Public_transp,USA,Stairway_rail,New York City,North America,Illumina_MiSeq,WCMC
SRR1748638,PRJNA271013,Public_transp,USA,Stairway_rail,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748639,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748640,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_MiSeq,WCMC
SRR1748641,PRJNA271013,Public_transp,USA,Bench,New York City,North America,Illumina_MiSeq,WCMC
SRR1748642,PRJNA271013,Public_transp,USA,Hand_rail,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748643,PRJNA271013,Public_transp,USA,Hand_rail,New York City,North America,Illumina_MiSeq,WCMC
SRR1748644,PRJNA271013,Public_transp,USA,Hand_rail,New York City,North America,Illumina_MiSeq,WCMC
SRR1748645,PRJNA271013,Public_transp,USA,Garbage_can,New York City,North America,Illumina_MiSeq,WCMC
SRR1748646,PRJNA271013,Public_transp,USA,Stairway_rail,New York City,North America,Illumina_HiSeq_2500,WCMC
SRR1748647,PRJNA271013,Public_transp,USA,Stairway_rail,New York City,North America,Illumina_MiSeq,WCMC
SRR1748648,PRJNA271013,Public_transp,USA,Stairway_rail,New York City,North America,Illumina_MiSeq,WCMC
SRR3545898,PRJNA301589,Public_transp,USA,Horizontal_pole,Boston,North America,Illumina_HiSeq_2000,BI
SRR3545910,PRJNA301589,Public_transp,USA,Seat,Boston,North America,Illumina_HiSeq_2000,BI
SRR3545919,PRJNA301589,Public_transp,USA,Seat_back,Boston,North America,Illumina_HiSeq_2000,BI
SRR3545934,PRJNA301589,Public_transp,USA,Touchscreen,Boston,North America,Illumina_HiSeq_2000,BI
SRR3545941,PRJNA301589,Public_transp,USA,Grip,Boston,North America,Illumina_HiSeq_2000,BI
SRR3545948,PRJNA301589,Public_transp,USA,Seat_back,Boston,North America,Illumina_HiSeq_2000,BI
SRR3545955,PRJNA301589,Public_transp,USA,Touchscreen,Boston,North America,Illumina_HiSeq_2000,BI
SRR3545963,PRJNA301589,Public_transp,USA,Touchscreen,Boston,North America,Illumina_HiSeq_2000,BI
SRR3546351,PRJNA301589,Public_transp,USA,Grip,Boston,North America,Illumina_HiSeq_2000,BI
SRR3546354,PRJNA301589,Public_transp,USA,Grip,Boston,North America,Illumina_HiSeq_2000,BI
SRR3546356,PRJNA301589,Public_transp,USA,Seat,Boston,North America,Illumina_HiSeq_2000,BI
SRR3546358,PRJNA301589,Public_transp,USA,Grip,Boston,North America,Illumina_HiSeq_2000,BI
SRR3546361,PRJNA301589,Public_transp,USA,Grip,Boston,North America,Illumina_HiSeq_2000,BI
SRR3546363,PRJNA301589,Public_transp,USA,Touchscreen,Boston,North America,Illumina_HiSeq_2000,BI
SRR3546365,PRJNA301589,Public_transp,USA,Touchscreen,Boston,North America,Illumina_HiSeq_2000,BI
SRR3546367,PRJNA301589,Public_transp,USA,Touchscreen,Boston,North America,Illumina_HiSeq_2000,BI
SRR3546371,PRJNA301589,Public_transp,USA,Grip,Boston,North America,Illumina_HiSeq_2000,BI
SRR3546373,PRJNA301589,Public_transp,USA,Seat,Boston,North America,Illumina_HiSeq_2000,BI
SRR3546375,PRJNA301589,Public_transp,USA,Touchscreen,Boston,North America,Illumina_HiSeq_2000,BI
SRR3546378,PRJNA301589,Public_transp,USA,Seat,Boston,North America,Illumina_HiSeq_2000,BI
SRR3546380,PRJNA301589,Public_transp,USA,Vertical_pole,Boston,North America,Illumina_HiSeq_2000,BI
SRR3546382,PRJNA301589,Public_transp,USA,Touchscreen,Boston,North America,Illumina_HiSeq_2000,BI
SRR3546384,PRJNA301589,Public_transp,USA,Seat,Boston,North America,Illumina_HiSeq_2000,BI
SRR3555059,PRJNA301589,Public_transp,USA,Touchscreen,Boston,North America,Illumina_HiSeq_2000,BI
SRR5240287,PRJNA369713,Ambulance,USA,Misc,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240288,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240289,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240290,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240291,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240292,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240293,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240294,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240295,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240296,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240297,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240298,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240299,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240300,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240301,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240302,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240303,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240305,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240306,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240307,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240308,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240309,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240310,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240311,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240312,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240313,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240314,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240315,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240316,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240317,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240318,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240319,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240320,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240321,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240322,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240323,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240324,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240325,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240326,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240327,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240328,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240329,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240330,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240331,PRJNA369713,Ambulance,USA,RearLights_controlPanel,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240332,PRJNA369713,Ambulance,USA,Suction_O2,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240333,PRJNA369713,Ambulance,USA,RearCabinets_counters,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240334,PRJNA369713,Ambulance,USA,RearBench_seats,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240335,PRJNA369713,Ambulance,USA,RearHandles_rails,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240336,PRJNA369713,Ambulance,USA,FrontHandles,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240337,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240338,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240339,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240340,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240341,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240342,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240343,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240344,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240345,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240346,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240347,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240348,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240349,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240350,PRJNA369713,Ambulance,USA,Stethoscope,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240351,PRJNA369713,Ambulance,USA,PulseOxProbe,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240352,PRJNA369713,Ambulance,USA,Monitor,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240353,PRJNA369713,Ambulance,USA,Stethoscope,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240354,PRJNA369713,Ambulance,USA,Monitor,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240355,PRJNA369713,Ambulance,USA,PulseOxProbe,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240356,PRJNA369713,Ambulance,USA,Stethoscope,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240357,PRJNA369713,Ambulance,USA,EmergencyResponseBag,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240358,PRJNA369713,Ambulance,USA,AED,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240359,PRJNA369713,Ambulance,USA,Stethoscope,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240360,PRJNA369713,Ambulance,USA,Stethoscope,W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240361,PRJNA369713,Ambulance,USA,Monitor,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240362,PRJNA369713,Ambulance,USA,Monitor,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240363,PRJNA369713,Ambulance,USA,EmergencyResponseBag,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240364,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240365,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240366,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240367,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240368,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240369,PRJNA369713,Ambulance,USA,RearBench_seats,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240370,PRJNA369713,Ambulance,USA,RearHandles_rails,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240371,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240372,PRJNA369713,Ambulance,USA,FrontHandles,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240373,PRJNA369713,Ambulance,USA,RearLights_controlPanel,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240374,PRJNA369713,Ambulance,USA,Suction_O2,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240375,PRJNA369713,Ambulance,USA,RearCabinets_counters,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240376,PRJNA369713,Ambulance,USA,RearBench_seats,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240377,PRJNA369713,Ambulance,USA,RearHandles_rails,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240378,PRJNA369713,Ambulance,USA,Stretcher,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240379,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240380,PRJNA369713,Ambulance,USA,FrontHandles,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240381,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240382,PRJNA369713,Ambulance,USA,RearLights_controlPanel,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240383,PRJNA369713,Ambulance,USA,Suction_O2,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240384,PRJNA369713,Ambulance,USA,RearCabinets_counters,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240385,PRJNA369713,Ambulance,USA,RearBench_seats,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240386,PRJNA369713,Ambulance,USA,RearHandles_rails,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240387,PRJNA369713,Ambulance,USA,Stretcher,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240388,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240389,PRJNA369713,Ambulance,USA,FrontHandles,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240390,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240391,PRJNA369713,Ambulance,USA,RearLights_controlPanel,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240392,PRJNA369713,Ambulance,USA,RearCabinets_counters,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240393,PRJNA369713,Ambulance,USA,Computer,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240394,PRJNA369713,Ambulance,USA,FrontHandles,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240395,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,S_W_W_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240396,PRJNA369713,Ambulance,USA,Suction_O2,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240397,PRJNA369713,Ambulance,USA,RearCabinets_counters,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240398,PRJNA369713,Ambulance,USA,RearBench_seats,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240399,PRJNA369713,Ambulance,USA,RearHandles_rails,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240400,PRJNA369713,Ambulance,USA,Stretcher,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240401,PRJNA369713,Ambulance,USA,Computer,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240402,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240403,PRJNA369713,Ambulance,USA,Suction_O2,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240404,PRJNA369713,Ambulance,USA,RearCabinets_counters,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240405,PRJNA369713,Ambulance,USA,RearBench_seats,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240406,PRJNA369713,Ambulance,USA,RearHandles_rails,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240407,PRJNA369713,Ambulance,USA,Stretcher,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240408,PRJNA369713,Ambulance,USA,Computer,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240409,PRJNA369713,Ambulance,USA,FrontHandles,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240410,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240411,PRJNA369713,Ambulance,USA,Suction_O2,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240412,PRJNA369713,Ambulance,USA,RearCabinets_counters,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240413,PRJNA369713,Ambulance,USA,RearBench_seats,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240414,PRJNA369713,Ambulance,USA,RearHandles_rails,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240415,PRJNA369713,Ambulance,USA,Stretcher,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240416,PRJNA369713,Ambulance,USA,Computer,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240417,PRJNA369713,Ambulance,USA,FrontHandles,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240418,PRJNA369713,Ambulance,USA,SteeringWheel_DriverControls,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240419,PRJNA369713,Ambulance,USA,RearLights_controlPanel,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240420,PRJNA369713,Ambulance,USA,Suction_O2,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240421,PRJNA369713,Ambulance,USA,RearCabinets_counters,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240422,PRJNA369713,Ambulance,USA,RearBench_seats,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240423,PRJNA369713,Ambulance,USA,RearHandles_rails,W,North America,Illumina_HiSeq_2500,WCMC
SRR5240424,PRJNA369713,Ambulance,USA,Stretcher,W,North America,Illumina_HiSeq_2500,WCMC
